customer_id,income,Recency,Monetary
191,40000,617,191.67
192,60000,515,708.9
193,40000,507,69.54
194,40000,740,125.52
195,60000,736,45.86
196,20000,641,7.95
197,20000,413,128.62
198,20000,383,97.77
199,20000,999999,0
200,60000,593,55.24
201,60000,746,395.06
202,20000,999999,0
203,60000,999999,0
204,140000,798,85.61
205,120000,999999,0
206,60000,446,30.68
207,80000,383,33.49
208,140000,429,381.42
209,80000,1041,5.88
210,80000,800,104.75
211,20000,743,358.43
212,20000,999999,0
213,40000,369,107.45
214,40000,738,79.18
215,60000,559,75.57
216,80000,445,374.87
217,60000,389,583.91
218,80000,828,93.32
219,40000,487,112.52
220,60000,438,19.86
221,40000,379,247.07
222,100000,599,225.5
223,20000,999999,0
224,20000,752,228.45
225,40000,960,53.44
226,100000,447,257.14
227,40000,872,58.98
228,100000,727,103.08
229,80000,439,80.02
230,20000,653,75.83
231,40000,999999,0
232,120000,811,49.28
233,140000,1080,12.21
234,20000,372,79.13
235,80000,536,165.97
236,20000,424,50.28
237,80000,742,59.3
238,20000,470,141.47
239,120000,999999,0
240,40000,369,215.86
241,100000,767,263.09
242,20000,757,330.06
243,40000,736,186.78
244,60000,800,177.21
245,140000,927,31.92
246,40000,758,169.7
247,60000,999999,0
248,40000,800,255.34
249,20000,1088,13.03
250,40000,373,168.73
251,40000,469,40.96
252,40000,615,129.94
253,140000,999999,0
254,20000,1086,33.8
255,40000,369,116.14
256,20000,875,59.72
257,40000,815,49.02
258,40000,764,39.82
259,20000,1075,28.85
260,60000,409,542.54
261,140000,435,191.55
262,80000,920,81.79
263,20000,1082,20.53
264,20000,830,10.84
265,20000,428,437.7
266,20000,867,21.3
267,140000,495,85.08
268,40000,661,191.12
269,20000,523,6.28
270,80000,748,42.42
271,20000,736,42.99
272,40000,736,1274.21
273,40000,422,150.19
274,40000,470,216.23
275,40000,546,111.02
276,120000,447,30.18
277,60000,646,27.1
278,20000,513,56.51
279,120000,999999,0
280,60000,446,405.92
281,60000,683,131.91
282,60000,372,43.2
283,60000,386,22.45
284,20000,999999,0
285,40000,522,156.73
286,120000,736,546.53
287,60000,409,99.66
288,40000,413,147.58
289,40000,414,57.98
290,140000,507,102.73
291,100000,811,61.89
292,80000,999999,0
293,40000,470,206.19
294,40000,616,163.24
295,#VALUE!,692,9.92
296,140000,470,238.58
297,40000,888,139.69
298,60000,735,670.88
299,140000,784,74.39
300,40000,740,180.76
301,40000,764,163.29
302,40000,391,71.13
303,40000,841,11.51
304,100000,377,215.63
305,80000,789,99.93
306,60000,811,168.05
307,140000,741,42.99
308,140000,500,14.33
309,120000,947,18.32
310,60000,803,314.23
311,40000,386,185.79
312,40000,487,92.28
313,40000,999999,0
314,40000,485,136.14
315,40000,752,259.68
316,60000,999999,0
317,#VALUE!,399,131.37
318,20000,950,39.42
319,80000,401,157.07
320,140000,774,154.56
321,100000,764,447.01
322,20000,752,983.91
323,40000,413,127.92
324,40000,999999,0
325,20000,371,80.68
326,40000,551,23.8
327,60000,999999,0
328,80000,430,281.25
329,40000,502,150.25
330,20000,808,90.37
331,40000,774,7.54
332,40000,999999,0
333,80000,1073,49.32
334,80000,999999,0
335,40000,395,455.05
336,20000,469,291.91
337,20000,792,290.75
338,20000,484,36.53
339,140000,1019,47.33
340,#VALUE!,815,278.74
341,20000,443,711.19
342,40000,460,39.23
343,#VALUE!,999999,0
344,140000,746,413.97
345,40000,773,78.39
346,40000,373,364.04
347,20000,995,8.77
348,140000,677,28.08
349,120000,753,69.68
350,#VALUE!,383,212.96
351,100000,999999,0
352,80000,386,282.47
353,20000,838,85.82
354,#VALUE!,371,336.16
355,20000,418,411
356,40000,999999,0
357,120000,849,43.19
358,40000,999999,0
359,80000,999999,0
360,40000,376,153.02
361,60000,383,135.7
362,20000,787,33.52
363,140000,385,117.11
364,60000,411,305.84
365,60000,878,27.32
366,140000,946,27.8
367,60000,999999,0
368,100000,808,36.43
369,40000,409,161.26
370,40000,783,98.21
371,100000,999999,0
372,20000,649,44.59
373,20000,377,224.55
374,40000,723,39.9
375,40000,944,31
376,60000,424,257.05
377,80000,371,175.53
378,40000,379,1271.33
379,20000,999999,0
380,20000,506,11.1
381,20000,704,295.62
382,40000,871,130.8
383,40000,618,13.56
384,20000,952,17.94
385,60000,1043,18.86
386,60000,768,22.88
387,40000,475,64.85
388,60000,720,16.13
389,60000,743,212.84
390,40000,790,25.07
391,40000,422,236.87
392,40000,389,400.25
393,20000,999999,0
394,40000,466,22.41
395,80000,440,104.85
396,40000,946,66.79
397,40000,775,171.85
398,20000,377,492.82
399,60000,619,194.82
400,60000,371,633.24
401,40000,838,110.36
402,80000,760,43.03
403,40000,999999,0
404,60000,369,77.43
405,40000,483,283.03
406,40000,410,125.4
407,60000,527,58.78
408,60000,385,98.17
409,20000,372,156.93
410,60000,948,28.57
411,20000,412,75.82
412,120000,999999,0
413,20000,450,8.47
414,40000,798,92.52
415,60000,740,56.42
416,40000,798,59.77
417,60000,522,97.47
418,20000,999999,0
419,80000,718,2.72
420,60000,393,111.33
421,60000,999999,0
422,20000,416,187.37
423,20000,736,178.63
424,20000,505,238.7
425,40000,999999,0
426,80000,430,81.92
427,60000,999999,0
428,40000,999999,0
429,60000,618,33.49
430,100000,423,1140.04
431,100000,999999,0
432,80000,532,170.69
433,120000,786,43.75
434,80000,999999,0
435,20000,459,344.8
436,80000,469,109.35
437,120000,802,56.72
438,80000,746,183.94
439,40000,386,295.32
440,40000,524,116.01
441,60000,759,79.5
442,120000,938,45.02
443,60000,847,66.13
444,20000,890,11.8
445,40000,1083,34.58
446,40000,373,342.9
447,20000,619,106.74
448,40000,379,462.38
449,40000,788,238.61
450,80000,755,190.75
451,40000,944,53.37
452,20000,999999,0
453,40000,383,116.75
454,140000,379,559
455,120000,826,43.97
456,80000,534,161.37
457,40000,671,81.44
458,40000,1032,14.18
459,80000,999999,0
460,80000,999999,0
461,20000,428,274.97
462,60000,743,276.75
463,20000,371,376.89
464,80000,666,133.17
465,40000,602,503.96
466,60000,476,92.24
467,20000,423,592.89
468,40000,813,39.89
469,40000,836,13.98
470,40000,789,49.69
471,40000,420,111.27
472,40000,377,567.98
473,40000,655,51.9
474,20000,740,211.91
475,40000,461,87.91
476,80000,404,68.18
477,40000,391,271.24
478,60000,661,175.21
479,60000,384,75.69
480,140000,1043,88.73
481,40000,452,298.34
482,40000,711,57.89
483,140000,999999,0
484,100000,373,595.35
485,40000,483,147.39
486,40000,744,998.46
487,40000,460,289.13
488,60000,656,13.81
489,80000,743,150.91
490,140000,394,257.05
491,60000,769,304.71
492,40000,442,19.16
493,60000,379,129.62
494,140000,814,156.84
495,60000,683,57.07
496,20000,853,78.11
497,40000,733,360.22
498,60000,735,806.12
499,60000,377,153.07
500,20000,561,74.05
501,40000,507,79.5
502,40000,447,176.17
503,40000,999999,0
504,20000,386,373.7
505,100000,449,162.13
506,80000,871,166.06
507,80000,957,21.39
508,40000,373,25.34
509,60000,783,68.25
510,40000,748,469.74
511,20000,391,880.93
512,40000,413,60.76
513,40000,999999,0
514,40000,659,15.58
515,60000,999999,0
516,80000,953,19.7
517,40000,648,97.78
518,40000,758,196.27
519,120000,868,58.36
520,100000,787,49.79
521,40000,520,151.11
522,80000,919,84.62
523,60000,472,54.81
524,20000,538,173.01
525,20000,999999,0
526,40000,827,89.89
527,20000,385,157.78
528,120000,999999,0
529,40000,501,192.54
530,120000,402,102.25
531,20000,896,159.72
532,20000,387,252.27
533,60000,683,170.57
534,20000,732,373.1
535,40000,999999,0
536,100000,985,44.25
537,40000,755,121.52
538,40000,402,234.33
539,20000,741,83.58
540,20000,755,295.24
541,60000,402,111.8
542,140000,736,108.34
543,20000,373,420.78
544,60000,551,67.07
545,140000,377,375.29
546,20000,868,55.29
547,60000,521,98.55
548,120000,472,82.98
549,120000,999999,0
550,60000,999999,0
551,20000,378,107.77
552,80000,570,183.31
553,20000,435,114.98
554,60000,371,353.14
555,60000,999999,0
556,80000,999999,0
557,20000,573,79.42
558,80000,424,101.04
559,120000,910,59.79
560,80000,558,57.52
561,120000,999999,0
562,60000,999999,0
563,60000,570,89.25
564,#VALUE!,756,969.25
565,60000,465,167.09
566,20000,379,93.54
567,60000,905,99.59
568,40000,784,185.96
569,140000,368,356.7
570,40000,458,111.24
571,60000,379,337.55
572,40000,773,59.28
573,20000,536,213.04
574,40000,848,46.13
575,60000,400,90.47
576,20000,838,190.21
577,40000,400,43.15
578,40000,460,133.92
579,100000,999999,0
580,80000,999999,0
581,40000,459,123.24
582,40000,494,33.42
583,80000,999999,0
584,80000,428,18.28
585,20000,884,28.76
586,60000,999999,0
587,40000,407,560.83
588,40000,368,471.15
589,40000,999999,0
590,20000,798,47.01
591,20000,457,165.48
592,20000,1032,9.48
593,40000,410,129.02
594,40000,401,69.38
595,60000,561,120.88
596,40000,672,11.62
597,40000,736,1069.7
598,20000,377,98.88
599,140000,374,75.31
600,20000,677,35.51
601,40000,658,152.55
602,60000,416,298.59
603,40000,420,70.81
604,60000,412,71.15
605,#VALUE!,412,55.76
606,80000,1032,99.77
607,80000,999999,0
608,40000,999999,0
609,20000,999999,0
610,20000,898,25.92
611,40000,435,70.64
612,120000,559,115.11
613,20000,999999,0
614,80000,454,364.78
615,60000,752,158.25
616,40000,1018,41.34
617,20000,445,437.37
618,40000,764,47.94
619,80000,446,646.78
620,80000,627,99.49
621,40000,558,149.16
622,120000,781,218.79
623,40000,440,33.39
624,20000,447,168.26
625,80000,377,534.37
626,40000,896,27.81
627,80000,990,52.46
628,20000,999999,0
629,20000,460,139.24
630,80000,428,117.53
631,60000,891,33.89
632,#VALUE!,798,161.75
633,40000,908,56.89
634,20000,743,156.54
635,80000,399,57.96
636,100000,379,555.47
637,140000,999999,0
638,100000,417,290.2
639,40000,787,129.83
640,40000,999999,0
641,60000,564,68.43
642,20000,381,111.66
643,60000,999999,0
644,100000,373,509.59
645,60000,528,273.42
646,60000,748,65.47
647,40000,387,744.75
648,40000,999999,0
649,20000,769,326.67
650,80000,447,220.1
651,40000,376,108.82
652,40000,445,126.62
653,20000,469,65.23
654,140000,711,63.82
655,100000,952,45.8
656,80000,999999,0
657,20000,460,108.67
658,140000,449,320.29
659,80000,999999,0
660,60000,524,78.3
661,60000,558,131.13
662,40000,617,169.16
663,60000,391,1009.17
664,100000,377,356.16
665,60000,413,86
666,60000,377,151.35
667,60000,999999,0
668,60000,999999,0
669,40000,701,155.79
670,40000,754,830.32
671,120000,1027,91.57
672,80000,594,45.11
673,120000,616,147.6
674,20000,999999,0
675,20000,999999,0
676,40000,378,158.45
677,40000,982,41.24
678,#VALUE!,999999,0
679,40000,410,118.87
680,20000,769,578.69
681,80000,811,7.2
682,80000,573,97.82
683,80000,765,395.99
684,40000,999999,0
685,20000,384,95.48
686,20000,899,58.34
687,20000,999999,0
688,40000,494,55.47
689,40000,624,103.61
690,#VALUE!,537,150.83
691,40000,999999,0
692,40000,408,62.86
693,20000,564,65.23
694,20000,649,235.69
695,20000,999999,0
696,#VALUE!,999999,0
697,60000,423,272.49
698,20000,751,64.72
699,20000,711,31.62
700,60000,780,114.6
701,20000,999999,0
702,40000,684,91.02
703,80000,999999,0
704,20000,748,285.66
705,40000,383,236.21
706,20000,532,54.09
707,40000,417,0.96
708,60000,999999,0
709,120000,372,233.41
710,40000,551,85.95
711,40000,379,402.21
712,60000,404,62.85
713,80000,957,2.7
714,60000,699,48.65
715,40000,999999,0
716,60000,999999,0
717,120000,402,157.71
718,40000,440,113.51
719,60000,400,150.08
720,60000,383,114.4
721,60000,858,128.65
722,20000,383,76.58
723,#VALUE!,445,184.51
724,60000,782,58.54
725,60000,999999,0
726,40000,507,162.93
727,40000,658,113.39
728,20000,749,895.98
729,80000,711,107.97
730,140000,378,226.67
731,80000,809,67.63
732,40000,746,382.01
733,40000,469,135.08
734,40000,567,129.79
735,20000,999999,0
736,120000,679,16.36
737,40000,999999,0
738,40000,1055,6.66
739,60000,404,664.39
740,140000,368,102.7
741,40000,580,207.06
742,80000,532,276.05
743,40000,999999,0
744,40000,999999,0
745,40000,400,86.64
746,80000,427,80.59
747,80000,435,161.93
748,100000,472,27.51
749,40000,811,235.48
750,40000,377,488.73
751,60000,438,165.78
752,60000,743,438.37
753,100000,372,563.02
754,40000,379,764
755,40000,619,100.96
756,#VALUE!,948,36.47
757,20000,416,248.26
758,80000,383,97.55
759,20000,746,264.45
760,#VALUE!,387,858.56
761,40000,999999,0
762,20000,768,46.91
763,100000,383,85.63
764,40000,539,78.51
765,40000,999999,0
766,40000,716,132.18
767,20000,733,617.83
768,40000,661,127.12
769,40000,385,1243.35
770,20000,453,358.41
771,60000,440,253.74
772,40000,999999,0
773,20000,999999,0
774,40000,430,266.52
775,40000,999999,0
776,20000,678,114.01
777,40000,999999,0
778,40000,430,117.63
779,120000,655,175.01
780,120000,373,468.6
781,60000,538,173.74
782,60000,447,461.47
783,40000,501,227.19
784,20000,929,23.44
785,20000,505,96.58
786,40000,412,81.59
787,40000,848,73.9
788,100000,534,170.2
789,60000,736,1193.02
790,40000,423,300.07
791,20000,808,107.11
792,60000,504,163.59
793,120000,999999,0
794,40000,736,70.06
795,40000,704,18.36
796,40000,727,106.89
797,20000,583,72.18
798,20000,999999,0
799,40000,753,244.3
800,80000,837,13.59
801,80000,567,138.89
802,60000,999999,0
803,20000,450,216.9
804,140000,1018,53.2
805,60000,446,59.86
806,40000,409,492.61
807,60000,999999,0
808,80000,508,207.73
809,140000,903,52.12
810,60000,814,150.33
811,20000,808,29.17
812,40000,999999,0
813,40000,373,201.88
814,80000,744,348.35
815,40000,807,346.4
816,20000,606,107.34
817,40000,395,491.35
818,20000,838,102.43
819,40000,373,442.14
820,60000,461,88.65
821,60000,858,129.07
822,20000,784,162.79
823,40000,376,228.96
824,40000,785,123.22
825,40000,857,56.34
826,40000,805,251.44
827,60000,460,155.62
828,60000,946,31.52
829,40000,720,19.14
830,40000,401,256.25
831,20000,483,214.52
832,40000,782,40.98
833,20000,999999,0
834,40000,624,144.09
835,80000,1080,12.64
836,20000,999999,0
837,20000,373,144.92
838,60000,736,615.45
839,20000,413,66.88
840,120000,478,127.21
841,120000,692,16.25
842,20000,697,52.23
843,20000,759,217.66
844,20000,999999,0
845,40000,478,104.07
846,40000,507,103.04
847,60000,436,132.33
848,40000,956,49.37
849,20000,583,228.7
850,100000,736,1380.96
851,20000,999999,0
852,40000,654,147.69
853,60000,999999,0
854,80000,431,28.14
855,40000,1086,23.12
856,40000,446,172.52
857,40000,552,75.95
858,60000,899,153.76
859,40000,999999,0
860,80000,999999,0
861,20000,839,33.52
862,80000,755,15.86
863,80000,379,501.24
864,100000,377,85.63
865,20000,820,196.58
866,20000,753,287.3
867,60000,773,120.39
868,40000,470,216.67
869,100000,871,43.22
870,20000,461,171.4
871,40000,999999,0
872,40000,860,124.94
873,40000,420,254.91
874,40000,470,100.99
875,40000,766,303.16
876,40000,885,194.38
877,80000,999999,0
878,20000,375,816.78
879,120000,410,138.1
880,60000,386,274.99
881,40000,452,112.61
882,60000,711,266.23
883,20000,798,57.77
884,40000,999999,0
885,40000,768,129.92
886,80000,416,188.38
887,140000,475,42.91
888,100000,501,60.66
889,60000,999999,0
890,80000,1041,21.67
891,40000,509,185.09
892,40000,422,204.91
893,80000,373,425.92
894,80000,999999,0
895,60000,875,177.65
896,60000,741,819.53
897,140000,582,85.85
898,60000,719,180.37
899,20000,690,25.13
900,20000,632,118.21
901,20000,405,351.52
902,40000,999999,0
903,140000,420,89.98
904,60000,741,84.47
905,60000,511,653.33
906,60000,461,138.83
907,100000,378,240.68
908,40000,698,165.79
909,60000,502,89.47
910,40000,553,131.32
911,40000,800,396.48
912,140000,999999,0
913,80000,841,70.68
914,60000,999999,0
915,40000,979,103.15
916,140000,414,182.96
917,140000,557,93.95
918,120000,924,35.82
919,120000,743,481.7
920,#VALUE!,999999,0
921,80000,375,645.34
922,60000,567,104.81
923,40000,440,235.35
924,40000,387,865.11
925,20000,746,51.2
926,20000,1068,16.36
927,20000,409,291.51
928,60000,430,80.33
929,20000,503,22.92
930,60000,392,315.85
931,20000,999999,0
932,20000,1023,18.12
933,20000,848,93.63
934,60000,439,160.41
935,40000,999999,0
936,140000,518,77.57
937,20000,446,153.9
938,20000,1045,41.19
939,20000,463,155.55
940,20000,507,125.68
941,40000,389,282.45
942,60000,999999,0
943,60000,838,267.34
944,20000,602,303.04
945,40000,999999,0
946,20000,999999,0
947,80000,381,116.22
948,20000,920,61.46
949,80000,402,114.24
950,40000,377,742.37
951,60000,1056,56.58
952,60000,811,31.46
953,40000,400,137.52
954,60000,875,70.48
955,20000,617,332.4
956,120000,691,15.84
957,20000,604,89.03
958,40000,707,126.44
959,20000,865,122.05
960,40000,999999,0
961,60000,736,54.58
962,20000,440,80.32
963,100000,720,14.82
964,20000,369,146.95
965,80000,736,535.13
966,40000,999999,0
967,40000,507,139.23
968,40000,483,78.11
969,40000,920,91.95
970,20000,417,22.94
971,60000,929,98
972,100000,738,161.2
973,60000,599,82.57
974,60000,1062,18.4
975,140000,412,235.46
976,80000,385,1166.72
977,80000,999999,0
978,140000,743,293.45
979,140000,706,62.23
980,60000,585,103.63
981,60000,428,112.32
982,40000,999999,0
983,40000,408,233.27
984,40000,999999,0
985,20000,434,152.22
986,100000,384,99.04
987,40000,907,55.35
988,80000,412,179.23
989,20000,808,49.4
990,60000,999999,0
991,80000,461,23.39
992,40000,614,193.77
993,80000,416,421.22
994,40000,386,354.75
995,40000,552,212.86
996,100000,901,52.04
997,140000,379,1424.34
998,80000,991,1.8
999,40000,428,153.81
1000,120000,999999,0
1001,40000,1051,9.81
1002,80000,777,428.67
1003,40000,453,466.29
1004,40000,392,561.94
1005,20000,372,719.88
1006,40000,621,14.26
1007,100000,383,188.62
1008,20000,999999,0
1009,20000,755,20.92
1010,80000,518,62.41
1011,60000,1000,3.32
1012,80000,999999,0
1013,20000,732,574.96
1014,20000,846,228.88
1015,80000,529,118.96
1016,20000,999999,0
1017,40000,801,235.98
1018,20000,999999,0
1019,100000,999999,0
1020,40000,809,115.97
1021,80000,738,74.39
1022,20000,784,182.95
1023,60000,371,120.7
1024,60000,377,300.36
1025,20000,775,296.27
1026,20000,743,280.53
1027,80000,960,10.64
1028,60000,427,81.76
1029,#VALUE!,999999,0
1030,80000,999999,0
1031,60000,701,57.84
1032,60000,743,320.1
1033,120000,372,131.73
1034,40000,381,162.37
1035,120000,427,225.24
1036,80000,377,556.42
1037,40000,422,142.05
1038,40000,733,742.68
1039,20000,538,34.68
1040,20000,999999,0
1041,60000,537,210.91
1042,80000,446,239.43
1043,120000,529,169.36
1044,60000,472,99.26
1045,60000,1081,33.26
1046,100000,999999,0
1047,40000,999999,0
1048,60000,430,212.42
1049,120000,535,446.14
1050,100000,735,947.33
1051,20000,409,106.42
1052,40000,570,205.75
1053,40000,386,457.61
1054,20000,999999,0
1055,#VALUE!,705,36.38
1056,20000,747,590.77
1057,20000,479,41.4
1058,120000,413,240.06
1059,60000,753,373.89
1060,60000,999999,0
1061,20000,1075,27.53
1062,20000,770,476.03
1063,80000,871,7.83
1064,60000,521,255.94
1065,20000,837,32.16
1066,140000,441,12.9
1067,80000,736,52.68
1068,40000,738,31.5
1069,140000,509,65.12
1070,40000,375,914.75
1071,60000,373,407.52
1072,40000,743,73.89
1073,40000,453,170.96
1074,40000,416,258.45
1075,20000,459,110.7
1076,60000,681,79.19
1077,40000,999999,0
1078,40000,999999,0
1079,40000,495,223.06
1080,120000,505,145.33
1081,80000,540,31.85
1082,40000,674,68.78
1083,40000,424,186.36
1084,20000,535,271.56
1085,40000,505,194.27
1086,40000,447,160.01
1087,40000,1082,18.9
1088,140000,742,15.23
1089,20000,447,302.56
1090,40000,617,164.15
1091,20000,371,141.1
1092,40000,932,31.23
1093,40000,429,301.6
1094,100000,458,116.76
1095,100000,878,81.92
1096,40000,942,37.88
1097,100000,408,420.95
1098,60000,654,58.02
1099,80000,617,84.77
1100,40000,999999,0
1101,40000,857,45.84
1102,20000,579,116.06
1103,40000,1037,101.29
1104,60000,666,41.92
1105,40000,829,21.83
1106,60000,1056,24.94
1107,40000,483,166.45
1108,40000,999999,0
1109,120000,773,147.09
1110,20000,483,111.25
1111,20000,797,13.04
1112,80000,381,119.43
1113,140000,841,60.2
1114,40000,381,126.02
1115,20000,479,82.14
1116,120000,773,162.75
1117,40000,792,249.2
1118,40000,999999,0
1119,40000,735,973.37
1120,40000,999999,0
1121,60000,596,79.09
1122,40000,654,72.12
1123,40000,518,93.05
1124,80000,398,1043.25
1125,60000,733,576.04
1126,20000,999999,0
1127,40000,824,137.88
1128,20000,455,52.94
1129,60000,488,68.31
1130,40000,483,188.3
1131,60000,683,129.23
1132,60000,585,147.04
1133,40000,446,262.55
1134,60000,436,145.87
1135,40000,746,336.67
1136,120000,400,234.55
1137,20000,472,228.85
1138,40000,372,122.56
1139,80000,999999,0
1140,80000,470,52.89
1141,20000,457,325.34
1142,60000,389,365.13
1143,20000,898,144.36
1144,80000,409,281.56
1145,20000,447,608.09
1146,20000,538,188.29
1147,40000,373,380.19
1148,80000,1054,6.9
1149,140000,740,95.71
1150,60000,371,174.26
1151,40000,561,127.67
1152,40000,495,200.89
1153,100000,377,221.96
1154,20000,389,374.86
1155,40000,767,31.64
1156,80000,401,115.57
1157,40000,428,133.1
1158,40000,999999,0
1159,40000,409,337.78
1160,20000,504,23.61
1161,80000,384,157.52
1162,80000,583,163.8
1163,20000,856,138.89
1164,40000,755,20.84
1165,40000,999999,0
1166,40000,377,175.25
1167,40000,504,154.4
1168,40000,377,689.83
1169,60000,753,219.66
1170,80000,661,88.38
1171,60000,755,146.16
1172,140000,391,157.78
1173,60000,377,228.56
1174,120000,759,209.6
1175,120000,470,140
1176,40000,413,112.89
1177,40000,746,275.86
1178,100000,558,210.99
1179,20000,878,20.21
1180,20000,798,81.45
1181,20000,780,38.36
1182,60000,999999,0
1183,60000,733,799.33
1184,80000,692,24.75
1185,20000,377,745.97
1186,80000,487,79.2
1187,40000,377,314.39
1188,20000,856,15.47
1189,20000,691,57.3
1190,40000,980,67.19
1191,20000,377,63.13
1192,20000,409,416.71
1193,100000,377,334.37
1194,140000,720,18.49
1195,20000,430,300.78
1196,60000,386,258.07
1197,60000,368,693.68
1198,60000,522,50.84
1199,140000,982,9.49
1200,40000,999999,0
1201,60000,619,32.23
1202,60000,409,267.97
1203,40000,505,142.93
1204,80000,616,55.76
1205,20000,401,130.98
1206,40000,413,25.7
1207,40000,520,29.34
1208,40000,756,62.84
1209,#VALUE!,461,127.59
1210,60000,402,83.77
1211,60000,999999,0
1212,40000,760,62.94
1213,60000,868,103.83
1214,40000,368,355.56
1215,40000,369,102.35
1216,80000,379,489.44
1217,80000,746,322.99
1218,40000,501,77.25
1219,60000,774,368.64
1220,40000,999999,0
1221,140000,553,83.99
1222,40000,748,1085.47
1223,80000,999999,0
1224,20000,538,55.85
1225,40000,980,12.65
1226,80000,999999,0
1227,60000,789,175.59
1228,40000,800,49.38
1229,100000,803,43.68
1230,40000,621,15.16
1231,20000,900,41.9
1232,40000,805,311.84
1233,60000,545,19.76
1234,100000,386,139.62
1235,40000,373,300.24
1236,80000,788,221.61
1237,20000,414,81.82
1238,20000,1051,72.06
1239,20000,999999,0
1240,60000,687,112.59
1241,80000,571,149.31
1242,120000,647,39.71
1243,60000,585,160.57
1244,120000,428,98.96
1245,40000,416,589.93
1246,140000,601,68.74
1247,20000,558,74.37
1248,20000,405,26.16
1249,40000,379,217.69
1250,60000,551,216.41
1251,20000,671,82.53
1252,20000,493,91.88
1253,140000,377,590.87
